Country,Year,Cellphone,Internetuser,Radio,Telephone,Xlpopulation,Xlrealgdp
Ethiopia,1902,,,0,,,
Ethiopia,1903,,,0,,,
Ethiopia,1904,,,0,,,
Ethiopia,1905,,,0,,,
Ethiopia,1906,,,0,,,
Ethiopia,1907,,,0,,,
Ethiopia,1908,,,0,,,
Ethiopia,1909,,,0,,,
Ethiopia,1910,,,0,,,
Ethiopia,1911,,,0,,,
Ethiopia,1912,,,0,,,
Ethiopia,1913,,,0,,9025,
Ethiopia,1946,,,12,,,
Ethiopia,1947,,,12,,,
Ethiopia,1948,,,13,,,
Ethiopia,1949,,,13,,,
Ethiopia,1950,,,13,,18344,5088
Ethiopia,1951,,,13,2000,18725,5231
Ethiopia,1952,,,13,5000,19114,5378
Ethiopia,1953,,,14,5000,19510,5689
Ethiopia,1954,,,28,6000,19916,5689
Ethiopia,1955,,,42,6000,20329,5994
Ethiopia,1956,,,56,7000,20779,6193
Ethiopia,1957,,,70,9000,21239,6147
Ethiopia,1958,,,85,10000,21709,6350
Ethiopia,1959,,,90,11000,22190,6523
Ethiopia,1960,,,95,12000,22681,6859
Ethiopia,1961,,,100,13000,23210,7195
Ethiopia,1962,,,118,15000,23752,7490
Ethiopia,1963,,,140,18000,24307,8482
Ethiopia,1964,,,165,21000,24874,8900
Ethiopia,1965,,,195,25000,25455,9424
Ethiopia,1966,,,231,29000,26078,9790
Ethiopia,1967,,,273,32000,26765,10202
Ethiopia,1968,,,322,36000,27471,10375
Ethiopia,1969,,,381,41000,28190,10762
Ethiopia,1970,,,450,46000,28937,11373
Ethiopia,1971,,,528,51000,29646,11851
Ethiopia,1972,,,619,54000,30412,12457
Ethiopia,1973,,,727,61000,31224,12869
Ethiopia,1974,,,852,66000,32074,13026
Ethiopia,1975,0,,1000,67000,32954,13047
Ethiopia,1976,0,,1246,73000,33860,13403
Ethiopia,1977,0,,1552,79000,34790,13769
Ethiopia,1978,0,,1933,80000,35741,13617
Ethiopia,1979,0,,2408,82000,36716,14492
Ethiopia,1980,0,,3000,86000,37717,15128
Ethiopia,1981,0,,3650,,38740,15438
Ethiopia,1982,0,,4441,101000,39776,15683
Ethiopia,1983,0,,5404,110000,40859,16481
Ethiopia,1984,0,,6575,116000,42040,16141
Ethiopia,1985,0,,8000,122000,43350,15062
Ethiopia,1986,0,,8262,132000,44769,16039
Ethiopia,1987,0,,8533,137000,46280,17545
Ethiopia,1988,0,,8813,138000,47868,17886
Ethiopia,1989,0,,9102,116000,49510,18176
Ethiopia,1990,0,,9400,125000,51180,17891
Ethiopia,1991,0,,9708,133000,52954,17789
Ethiopia,1992,0,,10026,127000,54790,16456
Ethiopia,1993,0,,10355,132000,53276.3,18610.09
Ethiopia,1994,0,,10624,,54845.3,19179.56
Ethiopia,1995,0,9.890998,10900,,56460,19457.66
Ethiopia,1996,0,995.3509,11300,,58136.7,20298.23
Ethiopia,1997,0,2980.149,11750,,59630.8,20775.24
Ethiopia,1998,0,6162.651,12220,,61124.9,20228.85
Ethiopia,1999,6926.164,8220.967,12700,,62619,21545.75
Finland,1926,,,4,,3339,7756
Finland,1927,,,37,102000,3368,8364
Finland,1928,,,74,108000,3396,8929
Finland,1929,,,98,114000,3424,9034
Finland,1930,,,107,,3449,8929
Finland,1931,,,117,,3476,8712
Finland,1932,,,120,135000,3503,8674
Finland,1933,,,121,135000,3526,9252
Finland,1934,,,129,140000,3549,10300
Finland,1935,,,145,149000,3576,10741
Finland,1936,,,177,160000,3601,11467
Finland,1937,,,231,171000,3626,12118
Finland,1938,,,294,185000,3656,12745
Finland,1939,,,324,186000,3686,12199
Finland,1940,,,348,187000,3698,11566
Finland,1941,,,375,201000,3702,11944
Finland,1942,,,425,219000,3708,11982
Finland,1943,,,479,,3721,13359
Finland,1944,,,497,230000,3735,13365
Finland,1945,,,542,243000,3758,12590
Finland,1946,,,538,264000,3806,13614
Finland,1947,,,584,282000,3859,13930
Finland,1948,,,630,304000,3912,15035
Finland,1949,,,676,314000,3963,15947
Finland,1950,,,722,328000,4009,17051
Finland,1951,,,784,359000,4047,18501
Finland,1952,,,846,384000,4091,19121
Finland,1953,,,908,409000,4139,19255
Finland,1954,,,961,483000,4187,20941
Finland,1955,,,1014,462000,4235,22008
Finland,1956,,,1067,496000,4282,22673
Finland,1957,,,1121,525000,4324,23739
Finland,1958,,,1154,545000,4360,23867
Finland,1959,,,1187,571000,4395,25285
Finland,1960,,,1228,607000,4430,27598
Finland,1961,,,1290,654000,4461,29701
Finland,1962,,,1345,682000,4491,30627
Finland,1963,,,1400,729000,4523,31636
Finland,1964,,,1456,778000,4549,33235
Finland,1965,,,1541,836000,4564,35002
Finland,1966,,,1605,892000,4581,35843
Finland,1967,,,1663,950000,4606,36600
Finland,1968,,,1678,1009000,4626,37442
Finland,1969,,,1717,1090000,4624,41048
Finland,1970,,,1759,1181000,4606,44114
Finland,1971,,,1856,1290000,4612,45036
Finland,1972,,,1958,1412000,4640,48473
Finland,1973,,,2066,1535000,4666,51724
Finland,1974,,,2180,1679000,4691,53291
Finland,1975,0,,2300,1834000,4712,53905
Finland,1976,0,,2569,1936000,4726,53676
Finland,1977,0,,2870,2032000,4739,53808
Finland,1978,0,,3206,2127000,4753,54934
Finland,1979,0,,3581,2244000,4765,58756
Finland,1980,23482,,4000,2374000,4780,61890
Finland,1981,28278,,4154,2511000,4800,63043
Finland,1982,33880,,4313,2644000,4827,65090
Finland,1983,42226,,4479,2777000,4856,66849
Finland,1984,52010,,4651,2899000,4882,68866
Finland,1985,67639,,4830,3028000,4902,71184
Finland,1986,85300,,4857,,4918,72873
France,1815,,,0,,30631,
France,1816,,,0,,30735,
France,1817,,,0,,30965,
France,1818,,,0,,31152,
France,1819,,,0,,31340,
France,1820,,,0,,31538,38071
France,1821,,,0,,31747,
France,1822,,,0,,32007,
France,1823,,,0,,32257,
France,1824,,,0,,32518,
France,1825,,,0,,32748,
France,1826,,,0,,32946,
France,1827,,,0,,33154,
France,1828,,,0,,33363,
France,1829,,,0,,33655,
France,1830,,,0,,33748,
France,1831,,,0,,33957,
France,1832,,,0,,34124,
France,1833,,,0,,34291,
France,1834,,,0,,34478,
France,1835,,,0,,34676,
France,1836,,,0,,34968,
France,1837,,,0,,35125,
France,1838,,,0,,35229,
France,1839,,,0,,35385,
France,1840,,,0,,35531,
France,1841,,,0,,35688,
France,1842,,,0,,35917,
France,1843,,,0,,36136,
France,1844,,,0,,36386,
France,1845,,,0,,36657,
France,1846,,,0,,36907,
France,1847,,,0,,36980,
France,1848,,,0,,37033,
France,1849,,,0,,37064,
France,1850,,,0,,37147,60685
France,1851,,,0,,37324,
France,1852,,,0,,37481,
France,1853,,,0,,37606,
France,1854,,,0,,37773,
France,1855,,,0,,37616,
France,1856,,,0,,37731,
France,1857,,,0,,37846,
France,1858,,,0,,37887,
France,1859,,,0,,38054,
France,1860,,,0,,38065,
France,1861,,,0,,38982,
France,1862,,,0,,39118,
France,1863,,,0,,39316,
France,1864,,,0,,39472,
France,1865,,,0,,39639,
France,1866,,,0,,39702,
France,1867,,,0,,39858,
France,1868,,,0,,39968,
France,1869,,,0,,38388,
France,1870,,,0,,38440,71419
France,1871,,,0,,37731,70990
France,1872,,,0,,37679,77574
France,1873,,,0,,37887,72135
France,1874,,,0,,38044,81295
France,1875,,,0,,38221,84014
France,1876,,,0,,38398,77144
France,1877,,,0,,38576,81295
France,1878,,,0,,38763,80293
France,1879,,,0,,38909,75284
France,1880,,,0,,39045,82011
France,1881,,,0,,39191,85159
France,1882,,,0,,39337,89167
France,1883,,,0,,39472,89453
France,1884,,,0,,39629,88451
France,1885,,,0,,39733,86877
France,1886,,,0,,39858,88308
France,1887,,,0,,39889,88881
France,1888,,,0,,39920,89739
France,1889,,,0,12000,40004,92029
France,1890,,,0,16000,40014,94176
France,1891,,,0,20000,39983,96323
France,1892,,,0,24000,39993,98756
France,1893,,,0,27000,40014,100474
France,1894,,,0,30000,40056,104195
France,1895,,,0,35000,40098,102048
France,1896,,,0,39000,40192,106914
France,1897,,,0,44000,40348,105483
France,1898,,,0,51000,40473,110636
France,1899,,,0,60000,40546,116933
France,1900,,,0,70000,40598,115645
France,1901,,,0,80000,40640,113784
France,1902,,,0,94000,40713,111924
France,1903,,,0,109000,40786,114357
France,1904,,,0,123000,40859,115216
France,1905,,,0,138000,40890,117219
France,1906,,,0,152000,40942,119366
France,1907,,,0,168000,40942,124519
France,1908,,,0,182000,41046,123803
France,1909,,,0,199000,41109,128956
France,1910,,,0,219000,41224,121084
France,1911,,,0,245000,41307,132963
France,1912,,,0,276000,41359,143984
France,1913,,,0,310000,41463,143125
France,1933,,,1368,1349000,41890,175900
France,1934,,,1756,1400000,41950,174183
France,1935,,,2626,1441000,41940,169746
France,1939,,,4782,1622000,41900,198944
France,1940,,,5089,1634000,41000,164164
France,1941,,,5098,1705000,39600,129814
France,1942,,,5180,1768000,39400,116361
France,1943,,,5248,1809000,39000,110492
France,1944,,,5117,1849000,38900,93317
France,1945,,,5346,1913000,39700,101189
France,1954,,,8585,2946000,43057,259215
France,1958,,,10837,3704000,44789,312966
France,1959,,,10793,4085000,45240,321924
France,1960,,,10981,4358000,45684,344609
France,1961,,,12966,4649000,46163,363754
France,1962,,,13637,4978000,46998,387937
France,1963,,,14309,5336000,47816,408090
France,1964,,,14981,5704000,48310,435296
France,1965,,,15336,6117000,48758,456456
France,1966,,,16104,6554000,49164,479631
France,1967,,,16911,7003000,49548,501799
France,1968,,,17757,7503000,49915,523967
France,1969,,,18647,8114000,50315,560280
France,1970,,,19581,8774000,50772,592389
France,1971,,,20561,9546000,51251,621055
France,1972,,,21591,10338000,51701,648668
France,1973,,,22672,11337000,52118,683965
France,1974,,,23808,12405000,52460,704012
France,1975,0,,25000,13833000,52699,699106
France,1976,0,,27500,15554000,52909,729326
France,1977,0,,30100,17519000,53145,756545
France,1978,0,,33100,19870000,53376,777544
France,1979,0,,36300,22212000,53606,802491
Gabon,1960,,,22,2000,446,1866
Gabon,1961,,,25,2000,450,2090
Gabon,1962,,,28,2000,456,2153
Gabon,1963,,,31,3000,461,2229
Gabon,1964,,,35,3000,468,2268
Gabon,1965,,,36,4000,474,2306
Gabon,1966,,,40,4000,482,2409
Gabon,1967,,,50,4000,489,2508
Gabon,1968,,,50,4000,497,2572
Gabon,1969,,,50,7000,504,2780
Gabon,1970,,,62,7000,514,3020
Gabon,1971,,,71,,525,3330
Gabon,1972,,,80,,536,3708
Gabon,1973,,,90,11000,557,4086
Gabon,1974,,,91,11000,591,5699
Gabon,1975,0,,92,11000,640,6090
Gabon,1976,0,,93,12000,676,8487
Gabon,1977,0,,95,13000,709,6732
Gabon,1978,0,,96,13000,760,4883
Gabon,1979,0,,100,13000,786,4814
Gabon,1980,0,,105,14000,808,4837
Gabon,1981,0,,110,15000,854,4780
Gabon,1982,0,,115,17000,904,4685
Gabon,1983,0,,120,18000,947,4756
Gabon,1984,0,,126,18000,984,4946
Gabon,1985,0,,132,19000,1015,4846
Gabon,1986,0,,138,19000,1037,4603
Gabon,1987,0,,144,19000,1050,4005
Gabon,1988,0,,151,20000,1059,4086
Gabon,1989,0,,158,19000,1068,4261
Gabon,1990,0,,165,21000,1078,4500
Gabon,1991,0,,171,26000,1090,4775
Gabon,1992,287.0997,,176,28330.59,1106,4617
Gabon,1993,1236.679,,182,30745.914,1123,4728
Gabon,1994,2663.984,,189,32407.502,1139,4888
Gabon,1995,4127.587,,195,33020.695,1156,5231
Gabon,1996,7009.612,0,201,36078.887,1173,5497
Gabon,1997,9775.483,565.7364,208,38333.273,1190,5789
Gabon,1998,9968.123,2057.326,215,39792.289,1208,5901
Gabon,1999,9137.565,3082.269,223,39031.207,1237.83,5866.77
Gambia,1965,,,44,,443,348
Gambia,1966,,,60,,454,406
Gambia,1967,,,60,,465,421
Gambia,1968,,,60,,477,427
Gambia,1969,,,34,,489,473
Gambia,1970,,,50,,502,426
Gambia,1971,,,60,,515,475
Gambia,1972,,,60,,529,509
Gambia,1973,,,60,,546,533
Gambia,1974,,,60,,563,638
Gambia,1975,0,,60,1470,581,598
Gambia,1976,0,,61,1601.5496,599,668
Gambia,1977,0,,63,1701.5723,618,701
Gambia,1978,0,,63,1802.8636,637,665
Gambia,1979,0,,64,1982.4994,656,773
Gambia,1980,0,,65,2150,676,697
Gambia,1981,0,,66,2301.5037,696,691
Gambia,1982,0,,68,2297.5212,717,779
Gambia,1983,0,,100,2298.312,739,685
Gambia,1984,0,,102,2426.928,767,665
Gambia,1985,0,,105,2523.49,796,609
Gambia,1986,0,,112,3016.9126,827,641
Gambia,1987,0,,120,4111.8203,859,676
Gambia,1988,0,,128,5186.0562,893,747
Gambia,1989,0,,137,5717.5327,928,799
Gambia,1990,0,,146,6201.4126,964,833
Gambia,1991,0,,154,10123.496,1001,851
Gambia,1992,206.346,,161,14160.997,1040,889
Gambia,1993,465.5233,,168,16577.52,1080,943
Gambia,1994,828.329,,175,18674.127,1121,979
Gambia,1995,1468.836,101.861,182,19559.348,1163,942
Gambia,1996,3151.556,407.0151,189,21701.559,1205,992
Gambia,1997,4815.062,610.2226,196,25258.223,1248,999
Gambia,1998,5039.785,2496.318,203,25567.326,1292,1098
Gambia,1999,5312.685,9006.163,211,29247.299,1335.48,1207.03
Georgia,1991,0,,2985,556392.06,5464,32612
Georgia,1992,0,,2990,571333.94,5455,17961
Georgia,1993,0,,2995,567537.81,5440,12704
Georgia,1994,0,,3000,520562.66,5425,11390
Georgia,1995,148.1181,592.4724,3005,547345.69,5417,11682
Georgia,1996,2262.003,1966.959,3010,558026.31,5419,12996
Georgia,1997,29351.72,2935.172,3020,603194.56,5431,14455
Georgia,1998,61583.98,5131.999,3030,645369.38,5442,14894
Georgia,1999,136309.9,20460.35,3040,686967.44,5423.51,17490
Germany,1867,,,0,,40030,
Germany,1868,,,0,,40220,
Germany,1869,,,0,,40490,
Germany,1870,,,0,,40800,44101
Germany,1871,,,0,,41000,43811
Germany,1872,,,0,,41230,46857
Germany,1873,,,0,,41560,48888
Germany,1874,,,0,,42000,52515
Germany,1875,,,0,,42520,52805
Germany,1876,,,0,,43060,52515
Germany,1877,,,0,,43610,52225
Germany,1878,,,0,,44130,54691
Germany,1879,,,0,,44640,53385
Germany,1880,,,0,,45090,52950
Germany,1881,,,0,,45430,54256
Germany,1882,,,0,,45720,55126
Germany,1883,,,0,,46020,58172
Germany,1884,,,0,,46400,59623
Germany,1885,,,0,,46710,61074
Germany,1886,,,0,,47130,61509
Germany,1887,,,0,,47630,63975
Germany,1888,,,0,39000,48170,66586
Germany,1889,,,0,51000,48720,68472
Germany,1890,,,0,61000,49240,70648
Germany,1891,,,0,74000,49760,70503
Germany,1892,,,0,84000,50270,73405
Germany,1893,,,0,96000,50760,77031
Germany,1894,,,0,121000,51340,78917
Germany,1895,,,0,139000,52000,82689
Germany,1896,,,0,166000,52750,85590
Germany,1897,,,0,184000,53570,88056
Germany,1898,,,0,224000,54410,91828
Germany,1899,,,0,242000,55250,95165
Germany,1900,,,0,306000,56050,99227
Germany,1901,,,0,358000,56870,96906
Germany,1902,,,0,412000,57770,99227
Germany,1903,,,0,470000,58630,104739
Germany,1904,,,0,538000,59470,108946
Germany,1905,,,0,618000,60310,111267
Germany,1906,,,0,705000,61150,114604
Germany,1907,,,0,797000,62010,119681
Germany,1908,,,0,883000,62860,121712
Germany,1909,,,0,975000,63720,124178
Germany,1910,,,0,1076000,64570,128676
Germany,1911,,,0,1193000,65360,133028
Germany,1912,,,0,1310000,66150,138830
Germany,1913,,,0,1428000,66980,145068
Germany,1927,,,1022,2688000,64020,170020
Germany,1928,,,1377,2815000,64390,173937
Germany,1929,,,2235,2950000,64740,175968
Germany,1930,,,3238,3182000,65080,165233
Germany,1931,,,3732,3247000,65420,148405
Germany,1932,,,4168,3114000,65720,134623
Germany,1933,,,4533,2960000,66030,148695
Germany,1934,,,5425,2954000,66410,160155
Germany,1935,,,6725,3134000,66870,174662
Germany,1937,,,8512,3431000,67830,204546
Germany,1939,,,12415,4146000,,241103
Germany,1940,,,14060,4382000,,242844
Germany,1951,,,17105,2425000,68878,235011
Germany,1952,,,18048,2736000,69189,256626
Germany,1953,,,19042,3017000,69530,279256
Germany,1954,,,20091,3301000,68940,300726
Germany,1960,,,27718,5516000,72673,469151
Germany,1961,,,29245,5994000,73295,490331
Germany,1962,,,30856,6509000,73937,512816
Germany,1963,,,32556,7047000,74539,527033
Germany,1964,,,34350,7600000,74961,562139
Germany,1965,,,36242,8168000,75649,592314
Germany,1966,,,38239,8802000,76218,609142
Germany,1967,,,40346,9532000,76366,607256
Germany,1968,,,42569,10321000,76580,640912
Germany,1969,,,44914,11249000,77147,688639
Germany,1970,,,47389,12456000,77711,723745
Germany,1971,,,50000,13835000,78362,745506
Germany,1972,,,50490,15246000,78712,777276
Germany,1973,,,50985,16521000,78956,815138
Germany,1974,,,51485,17803000,78974,817314
Germany,1975,0,,51990,18767000,78679,805854
Germany,1976,0,,52500,19603000,78321,848939
Germany,1977,0,,52991,21162000,78160,873021
Germany,1978,0,,53486,22932000,78087,899278
Germany,1979,0,,53986,24743000,78099,936125
Germany,1980,0,,54491,26632000,78306,946280
Germany,1981,0,,55000,28554000,78422,947151
Germany,1998,13900000,8100987,77800,45207492,82029,1500000
Germany,1999,23400000,17100000,78100,46535668,82069,1500000
Germany,2000,48200000,24800000,78400,48165128,82191.9,1500000
Ghana,1957,,,88,17000,6391,7933
Ghana,1958,,,98,19000,6573,7803
Ghana,1959,,,109,25000,6761,8932
Ghana,1960,,,119,24000,6958,9591
Ghana,1961,,,130,26000,7154,9930
Ghana,1962,,,271,29000,7355,10412
Ghana,1963,,,413,31000,7564,10774
Ghana,1964,,,555,33000,7782,11006
Ghana,1965,,,696,35000,8010,11154
Ghana,1966,,,555,36000,8245,11166
Ghana,1967,,,627,37000,8490,11368
Ghana,1968,,,700,36000,8744,11529
Ghana,1969,,,700,44000,9009,11939
Ghana,1970,,,703,45000,8789,12515
Ghana,1971,,,750,49000,9040,13514
Ghana,1972,,,775,51000,9306,13109
Ghana,1973,,,870,52000,9583,13484
Ghana,1974,,,965,55000,9823,14411
Ghana,1975,0,,1060,60000,10023,12616
Ghana,1976,0,,1080,62000,10229,12171
Ghana,1977,0,,1095,67000,10427,12450
Ghana,1978,0,,1100,65000,10604,13508
Ghana,1979,0,,1485,67000,10753,13163
Ghana,1980,0,,1870,69000,10880,12747
Ghana,1981,0,,1885,70000,11027,12765
Ghana,1982,0,,1900,72000,11236,11879
Ghana,1983,0,,2000,74000,11982,11339
Ghana,1984,0,,2250,74000,12653,12319
Ghana,1985,0,,2500,77000,13050,12943
Ghana,1986,0,,2662,73000,13597,13621
Ghana,1987,0,,2835,75000,13985,14274
Ghana,1988,0,,3019,75000,14379,15077
Ghana,1989,0,,3215,,14778,15843
Ghana,1990,0,,3423,,15190,16372
Ghana,1991,0,,3531,,15614,17240
Ghana,1992,402.7935,,3643,,16039,17912
Ghana,1993,1748.355,,3758,,16461,18808
Ghana,1994,3344.663,,3877,,16878,19522
Ghana,1995,6358.323,61.53215,4000,,17291,20401
Ghana,1996,12887.7,1009.51,4250,,17698,21115
Ghana,1997,21821.08,4989.682,4400,,18101,22002
Ghana,1998,41134.18,5911.224,4560,,18497,23014
Ghana,1999,68526.86,19572.32,4720,,18864.7,23216.5
Greece,1830,,,0,,,
Greece,1831,,,0,,,
Greece,1832,,,0,,,
Greece,1833,,,0,,,
Greece,1834,,,0,,,
Greece,1835,,,0,,,
Greece,1836,,,0,,,
Greece,1837,,,0,,,
Greece,1838,,,0,,,
Greece,1839,,,0,,,
Greece,1840,,,0,,,
Greece,1841,,,0,,,
Greece,1842,,,0,,,
Greece,1843,,,0,,,
Greece,1844,,,0,,,
Greece,1845,,,0,,,
Greece,1846,,,0,,,
Greece,1847,,,0,,,
Greece,1848,,,0,,,
Greece,1849,,,0,,,
Greece,1850,,,0,,,
Greece,1851,,,0,,,
Greece,1852,,,0,,,
Greece,1853,,,0,,,
Greece,1854,,,0,,,
Greece,1855,,,0,,,
Greece,1856,,,0,,,
Greece,1857,,,0,,,
Greece,1858,,,0,,,
Greece,1859,,,0,,,
Greece,1860,,,0,,1100,
Greece,1861,,,0,,,
Greece,1862,,,0,,,
Greece,1863,,,0,,,
Greece,1864,,,0,,1400,
Greece,1865,,,0,,1400,
Greece,1866,,,0,,1400,
Greece,1867,,,0,,1400,
Greece,1868,,,0,,1400,
Greece,1869,,,0,,1400,
Greece,1870,,,0,,1500,
Greece,1871,,,0,,1500,
Greece,1872,,,0,,1500,
Greece,1873,,,0,,1500,
Greece,1874,,,0,,1500,
Greece,1875,,,0,,1600,
Greece,1876,,,0,,1600,
Greece,1877,,,0,,1600,
Greece,1878,,,0,,1700,
Greece,1879,,,0,,1700,
Greece,1880,,,0,,1700,
Greece,1881,,,0,,1700,
Greece,1882,,,0,,1700,
Greece,1883,,,0,,1700,
Greece,1884,,,0,,2000,
Greece,1885,,,0,,2000,
Greece,1886,,,0,,,
Greece,1887,,,0,,,
Greece,1888,,,0,,,
Greece,1889,,,0,,2200,
Greece,1890,,,0,,2210,
Greece,1891,,,0,,,
Greece,1892,,,0,,,
Greece,1893,,,0,,,
Greece,1894,,,0,,,
Greece,1895,,,0,,,
Greece,1896,,,0,,,
Greece,1897,,,0,,,
Greece,1898,,,0,,,
Greece,1899,,,0,,,
Greece,1900,,,0,,4962,
Greece,1901,,,0,,4997,
Greece,1902,,,0,,5032,
Greece,1903,,,0,,5067,
Greece,1904,,,0,,5102,
Greece,1905,,,0,,5138,
Greece,1906,,,0,,5174,
Greece,1907,,,0,,5210,
Greece,1908,,,0,,5246,
Greece,1909,,,0,,5283,
Greece,1910,,,0,,5320,
Greece,1911,,,0,,5355,
Greece,1912,,,0,,5390,
Greece,1913,,,0,,5425,8795
Greece,1938,,,23,39000,7061,19253
Greece,1939,,,32,,7156,19227
Greece,1946,,,100,45000,7418,10475
Greece,1947,,,110,50000,7529,13519
Greece,1948,,,120,54000,7749,14100
Greece,1949,,,130,60000,7856,14952
Greece,1950,,,174,65000,7566,14758
Greece,1951,,,218,69000,7659,16056
Greece,1952,,,262,80000,7733,16174
Greece,1953,,,306,82000,7817,18388
Greece,1954,,,365,87000,7893,18963
Greece,1955,,,425,96000,7966,20395
Greece,1956,,,485,108000,8031,22136
Greece,1957,,,545,119000,8096,23583
Greece,1958,,,644,131000,8173,24675
Greece,1959,,,743,148000,8258,25575
Greece,1960,,,783,173000,8327,26682
Greece,1961,,,861,267000,8398,29028
Greece,1962,,,851,303000,8448,30120
Greece,1963,,,841,356000,8480,33175
Greece,1964,,,832,431000,8510,35905
Greece,1965,,,893,508000,8551,33381
Greece,1966,,,936,579000,8614,41675
Greece,1967,,,985,660000,8716,43963
Greece,1968,,,985,762000,8741,46885
Greece,1969,,,987,881000,8773,51533
Greece,1970,,,990,1045000,8793,55636
Greece,1971,,,1442,1230000,8831,59591
Greece,1972,,,1894,1438000,8889,64963
Greece,1973,,,2346,1670000,8929,69641
Greece,1974,,,2798,1862000,8962,67102
Greece,1975,0,,3250,2009000,9046,71161
Greece,1976,0,,3300,2180000,9167,75691
Greece,1977,0,,3350,2320000,9309,78289
Greece,1978,0,,3400,2487000,9430,83380
Greece,1979,0,,3450,2664000,9548,86612
Greece,1980,0,,3500,2796000,9643,88117
Greece,1981,0,,3666,2957000,9729,88176
Greece,1982,0,,3833,3113000,9790,88516
Greece,1983,0,,4000,3313000,9847,88870
Greece,1984,0,,4000,3529000,9896,91319
Greece,1985,0,,4000,3721000,9934,94168
Greece,1986,0,,4049,3920000,9967,95702
Greece,1987,0,,4098,4126000,10001,95264
Guatemala,1839,,,0,,,
Guatemala,1840,,,0,,,
Guatemala,1841,,,0,,,
Guatemala,1842,,,0,,,
Guatemala,1843,,,0,,,
Guatemala,1844,,,0,,,
Guatemala,1845,,,0,,,
Guatemala,1846,,,0,,,
Guatemala,1847,,,0,,,
Guatemala,1848,,,0,,,
Guatemala,1849,,,0,,,
Guatemala,1850,,,0,,,
Guatemala,1851,,,0,,,
Guatemala,1852,,,0,,,
Guatemala,1853,,,0,,,
Guatemala,1854,,,0,,,
Guatemala,1855,,,0,,,
Guatemala,1856,,,0,,,
Guatemala,1857,,,0,,,
Guatemala,1858,,,0,,,
Guatemala,1859,,,0,,,
Guatemala,1860,,,0,,,
Guatemala,1861,,,0,,,
Guatemala,1862,,,0,,,
Guatemala,1863,,,0,,,
Guatemala,1864,,,0,,,
Guatemala,1865,,,0,,,
Guatemala,1866,,,0,,,
Guatemala,1867,,,0,,,
Guatemala,1868,,,0,,,
Guatemala,1869,,,0,,,
Guatemala,1870,,,0,,,
Guatemala,1871,,,0,,,
Guatemala,1872,,,0,,,
Guatemala,1873,,,0,,,
Guatemala,1874,,,0,,,
Guatemala,1875,,,0,,,
Guatemala,1876,,,0,,,
Guatemala,1877,,,0,,,
Guatemala,1878,,,0,,,
Guatemala,1879,,,0,,,
Guatemala,1880,,,0,,,
Guatemala,1881,,,0,,,
Guatemala,1882,,,0,,,
Guatemala,1883,,,0,,,
Guatemala,1884,,,0,,,
Guatemala,1885,,,0,,,
Guatemala,1886,,,0,,,
Guatemala,1887,,,0,,,
Guatemala,1888,,,0,,,
Guatemala,1889,,,0,,,
Guatemala,1890,,,0,,,
Guatemala,1891,,,0,,,
Guatemala,1892,,,0,,,
Guatemala,1893,,,0,,,
Guatemala,1894,,,0,,,
Guatemala,1895,,,0,,,
Guatemala,1896,,,0,,,
Guatemala,1897,,,0,,,
Guatemala,1898,,,0,,,
Guatemala,1899,,,0,,885,
Guatemala,1900,,,0,,910,
Guatemala,1901,,,0,,936,
Guatemala,1902,,,0,,961,
Guatemala,1903,,,0,,987,
Guatemala,1904,,,0,,1013,
Guatemala,1905,,,0,,1029,
Guatemala,1906,,,0,,1046,
Guatemala,1907,,,0,,1062,
Guatemala,1908,,,0,,1079,
Guatemala,1909,,,0,,1096,
Guatemala,1910,,,0,,1119,
Guatemala,1911,,,0,,1142,
Guatemala,1912,,,0,,1165,
Guatemala,1913,,,0,1800,1180,
Guatemala,1938,,,10,,2150,
Guatemala,1939,,,11,3500,2201,
Guatemala,1946,,,21,4500,2567,
Guatemala,1947,,,23,,2642,
Guatemala,1948,,,25,,2724,
Guatemala,1949,,,27,,2805,
Guatemala,1950,,,29,,2969,6190
Guatemala,1951,,,31,,3056,6277
Guatemala,1952,,,32,5700,3146,6408
Guatemala,1953,,,34,,3239,6643
Guatemala,1954,,,36,9000,3335,6767
Guatemala,1955,,,60,11000,3434,6934
Guatemala,1956,,,85,,3535,7565
Guatemala,1957,,,110,10000,3640,7992
Guatemala,1958,,,135,12000,3749,8365
Guatemala,1959,,,160,20000,3861,8778
Guatemala,1960,,,185,18000,3975,8992
Guatemala,1961,,,210,20000,4090,9378
Guatemala,1962,,,213,19000,4208,9709
Guatemala,1963,,,217,20000,4329,10635
Guatemala,1964,,,221,23000,4454,11128
Guatemala,1965,,,224,25000,4581,11613
Guatemala,1966,,,228,33000,4712,12255
Guatemala,1967,,,232,35000,4847,12757
Guatemala,1968,,,235,36000,4987,13877
Guatemala,1969,,,239,38000,5133,14532
Guatemala,1970,,,243,49000,5287,15364
Guatemala,1971,,,247,44000,5452,16221
Guatemala,1972,,,250,54000,5623,17412
Guatemala,1973,,,254,53000,5801,18593
Guatemala,1974,,,258,,5986,19779
Guatemala,1975,0,,262,,6178,20164
Guatemala,1976,0,,265,,6375,21654
Guatemala,1977,0,,275,71000,6580,23344
Guatemala,1978,0,,280,,6792,24511
Guatemala,1979,0,,300,,7009,25667
Guatemala,1980,0,,321,,7232,26632
Guatemala,1981,0,,343,,7486,26804
Guatemala,1982,0,,367,,7710,25858
