Country,Year,Cellphone,Internetuser,Radio,Telephone,Xlpopulation,Xlrealgdp
Afghanistan,1919,,,0,,,
Afghanistan,1920,,,0,,,
Afghanistan,1921,,,0,,,
Afghanistan,1922,,,0,,,
Afghanistan,1923,,,0,,,
Afghanistan,1924,,,0,,,
Afghanistan,1925,,,0,,,
Afghanistan,1926,,,0,,,
Afghanistan,1927,,,0,,,
Afghanistan,1928,,,0,,,
Afghanistan,1929,,,0,,,
Afghanistan,1930,,,0,,,
Afghanistan,1931,,,0,,,
Afghanistan,1932,,,0,,,
Afghanistan,1933,,,0,,,
Afghanistan,1934,,,0,,,
Afghanistan,1935,,,0,,,
Afghanistan,1936,,,0,,,
Afghanistan,1937,,,0,,,
Afghanistan,1938,,,0,,,
Afghanistan,1939,,,0,,,
Afghanistan,1946,,,5,,,
Afghanistan,1947,,,6,,,
Afghanistan,1948,,,6,,,
Afghanistan,1949,,,7,,,
Afghanistan,1950,,,8,,8150,5255
Afghanistan,1951,,,8,4000,8284,5408
Afghanistan,1952,,,9,6000,8425,5591
Afghanistan,1953,,,10,6000,8573,5933
Afghanistan,1954,,,10,6000,8728,6059
Afghanistan,1955,,,11,6000,8891,6180
Afghanistan,1956,,,12,6000,9062,6458
Afghanistan,1957,,,15,6000,9241,6458
Afghanistan,1958,,,18,7000,9429,6821
Afghanistan,1959,,,21,7000,9625,7016
Afghanistan,1960,,,24,8000,9829,7268
Afghanistan,1961,,,29,,10043,7331
Afghanistan,1962,,,35,9000,10267,7457
Afghanistan,1963,,,41,9000,10501,7594
Afghanistan,1964,,,47,9000,10744,7741
Afghanistan,1965,,,53,9000,10998,7914
Afghanistan,1966,,,59,9000,11262,7993
Afghanistan,1967,,,65,10000,11538,8214
Afghanistan,1968,,,70,10000,11825,8508
Afghanistan,1969,,,76,,12123,8645
Afghanistan,1970,,,82,17000,12431,8819
Afghanistan,1971,,,88,21000,12749,8398
Afghanistan,1972,,,94,23000,13079,8240
Afghanistan,1973,,,100,,13421,9181
Afghanistan,1974,,,106,23000,13772,9680
Afghanistan,1975,0,,112,25000,14132,10184
Afghanistan,1976,0,,115,28000,14501,10694
Afghanistan,1977,0,,120,28000,14880,9959
Afghanistan,1978,0,,125,31000,15269,10752
Afghanistan,1979,0,,126,31000,15556,10715
Afghanistan,1980,0,,130,32000,14985,10427
Afghanistan,1981,0,,131,,14087,10547
Afghanistan,1982,0,,135,,13645,10726
Afghanistan,1983,0,,204,,13709,11157
Afghanistan,1984,0,,308,,13826,11336
Afghanistan,1985,0,,465,,13898,11299
Afghanistan,1986,0,,702,,13937,12161
Afghanistan,1987,0,,1060,,14074,10064
Afghanistan,1988,0,,1600,,14332,9228
Afghanistan,1989,0,,1659,35000,14646,9284
Afghanistan,1990,0,,1720,36000,14767,8861
Afghanistan,1991,0,,1838,37000,14964,8932
Afghanistan,1992,0,,1965,29000,16624,9021
Afghanistan,1993,0,,2101,29000,18888,8741
Afghanistan,1994,0,,2245,29000,20382,8479
Afghanistan,1995,0,,2400,29000,21571,10700
Afghanistan,1996,0,,2550,29000,22664,11342
Afghanistan,1997,0,,2750,29000,23738,12023
Afghanistan,1998,0,,2970,29000,24792,12744
Afghanistan,1999,0,,3200,,25588.6,
Albania,1913,,,0,,,
Albania,1919,,,0,,,
Albania,1920,,,0,,,
Albania,1921,,,0,,,
Albania,1922,,,0,,,
Albania,1923,,,0,,,
Albania,1924,,,0,,,
Albania,1925,,,0,,,
Albania,1926,,,0,,,
Albania,1927,,,0,,,
Albania,1928,,,0,,,
Albania,1929,,,0,,,
Albania,1930,,,0,,,
Albania,1931,,,0,,,
Albania,1932,,,0,,1000,
Albania,1933,,,0,,,
Albania,1934,,,0,,,
Albania,1935,,,0,,,
Albania,1936,,,0,,,
Albania,1937,,,0,,,
Albania,1938,,,0,,1050,
Albania,1939,,,0,,1060,
Albania,1946,,,5,,1130,
Albania,1947,,,6,,1140,
Albania,1948,,,7,,1160,
Albania,1949,,,8,,1180,
Albania,1950,,,9,,1210,
Albania,1951,,,10,,1240,
Albania,1952,,,11,,1270,
Albania,1953,,,12,,1300,
Albania,1954,,,17,,1340,
Albania,1955,,,22,,1380,
Albania,1956,,,27,,1420,
Albania,1957,,,32,,1460,
Albania,1958,,,37,,1510,
Albania,1959,,,43,,1560,
Albania,1960,,,54,,1610,
Albania,1961,,,60,,1660,
Albania,1962,,,65,,1710,
Albania,1963,,,70,,1760,
Albania,1964,,,76,,1810,
Albania,1965,,,130,,1860,
Albania,1966,,,130,,1910,
Albania,1967,,,135,,1960,
Albania,1968,,,150,,2020,
Albania,1969,,,160,,2080,
Albania,1970,,,161,,2140,
Albania,1971,,,170,,2190,
Albania,1972,,,172,,2240.71,
Albania,1973,,,172,,2292.6,
Albania,1974,,,174,,2345.68,
Albania,1975,0,,177,21463.416,2400,
Albania,1976,0,,180,22358.883,2450,
Albania,1977,0,,200,23687.287,2510,
Albania,1978,0,,224,24639.291,2560,
Albania,1979,0,,251,25973.561,2620,
Albania,1980,0,,281,27300,2670,
Albania,1981,0,,314,28970.029,2720,
Albania,1982,0,,351,29959.027,2780,
Albania,1983,0,,393,30956.619,2840,
Albania,1984,0,,440,31951.824,2900,
Albania,1985,0,,493,33218.832,2960,
Albania,1986,0,,508,34899.457,3020,
Albania,1987,0,,522,35851.906,3080,
Albania,1988,0,,538,36811.402,3140,
Albania,1989,0,,554,39223.512,3200,
Albania,1990,0,,570,41298.047,3273,8125
Albania,1991,0,,587,43217.152,3259,5850
Albania,1992,0,,613,46836.195,3189,5426
Albania,1993,0,,641,44760.953,3154,5949
Albania,1994,0,,670,42807.605,3178,6446
Albania,1995,0,355.6956,700,42835.914,3219,7303
Albania,1996,2312.508,1005.541,800,64197.234,3263,7963
Albania,1997,3297.883,1498.821,810,86744.32,3300,7403
Albania,1998,5583.794,1994.424,820,115340.25,3331,7999
Albania,1999,11000.9,2498.783,830,140301.48,3365,8639
Algeria,1962,,,1450,189000,11001,15765
Algeria,1963,,,1500,159000,11273,19928
Algeria,1964,,,1550,139000,11613,20971
Algeria,1965,,,1600,140000,11963,22367
Algeria,1966,,,550,143000,12339,21287
Algeria,1967,,,650,149000,12760,23277
Algeria,1968,,,675,156000,13146,25996
Algeria,1969,,,700,169000,13528,28484
Algeria,1970,,,751,184000,13932,31336
Algeria,1971,,,803,199000,14335,28666
Algeria,1972,,,854,212000,14761,34685
Algeria,1973,,,906,221000,15198,35814
Algeria,1974,,,958,230000,15653,37999
Algeria,1975,0,,1010,250000,16140,40705
Algeria,1976,0,,1562,273000,16635,43387
Algeria,1977,0,,2115,298000,17153,47319
Algeria,1978,0,,2667,346000,17703,53387
Algeria,1979,0,,3220,414000,18266,58193
Algeria,1980,0,,3429,485000,18862,59273
Algeria,1981,0,,3651,550000,19484,60766
Algeria,1982,0,,3888,607000,20132,64662
Algeria,1983,0,,4141,656000,20803,68012
Algeria,1984,0,,4409,709000,21488,71774
Algeria,1985,0,,4695,769000,22182,75512
Algeria,1986,0,,5000,822000,22844,74747
Algeria,1987,0,,5250,889000,23485,74225
Algeria,1988,0,,5456,959000,24102,72672
Algeria,1989,0,,5635,,24725,75123
Algeria,1990,470,,5820,,25352,73934
Algeria,1991,4781,,5986,,25983,73047
Algeria,1992,4781,,6157,,26618,74216
Algeria,1993,4781,,6333,,27257,72583
Algeria,1994,1348,100,6514,,27898,71784
Algeria,1995,4691,500,6700,,28539,74584
Algeria,1996,11700,500,6870,,29183,77418
Algeria,1997,17400,3000,7100,,29830,78270
Algeria,1998,18000,6000,7338,,30481,81948
Algeria,1999,72000,60000,7583,,30935.2,83734.5
Angola,1975,0,,112,,5892,6314
Angola,1976,0,,116,,5955,5669
Angola,1977,0,,118,23000,6184,5799
Angola,1978,0,,125,29000,6311,6037
Angola,1979,0,,135,29000,6493,6184
Angola,1980,0,,145,40000,6794,6483
Angola,1981,0,,172,40000,6951,6353
Angola,1982,0,,203,41000,7114,6050
Angola,1983,0,,241,42000,7260,5851
Angola,1984,0,,285,43000,7400,5881
Angola,1985,0,,338,43000,7572,5911
Angola,1986,0,,400,44000,7750,5379
Angola,1987,0,,359,45000,7913,5985
Angola,1988,0,,322,43000,8090,6843
Angola,1989,0,,290,67000,8249,6959
Angola,1990,0,,260,70000,8430,7202
Angola,1991,0,,279,72000,8671,7252
Angola,1992,0,,299,49341.43,8960,7180
Angola,1993,1100.963,,321,53346.68,9232,5241
Angola,1994,1806.57,,345,52513.344,9494,5315
Angola,1995,2011.771,,370,53210.02,9877,5915
Angola,1996,3291.513,99.8067,600,52521.492,10250,6607
Angola,1997,6978.25,742.1778,630,61627.68,10549,7043
Angola,1998,9533.326,2427.098,661,63199.547,10865,7029
Angola,1999,23169.79,9654.157,695,64875.395,11146.4,
Argentina,1816,,,0,,,
Argentina,1817,,,0,,,
Argentina,1818,,,0,,,
Argentina,1819,,,0,,,
Argentina,1820,,,0,,534,
Argentina,1821,,,0,,,
Argentina,1822,,,0,,,
Argentina,1823,,,0,,,
Argentina,1824,,,0,,,
Argentina,1825,,,0,,,
Argentina,1826,,,0,,,
Argentina,1827,,,0,,,
Argentina,1828,,,0,,,
Argentina,1829,,,0,,,
Argentina,1830,,,0,,,
Argentina,1831,,,0,,,
Argentina,1832,,,0,,,
Argentina,1833,,,0,,,
Argentina,1834,,,0,,,
Argentina,1835,,,0,,,
Argentina,1836,,,0,,,
Argentina,1837,,,0,,,
Argentina,1838,,,0,,,
Argentina,1839,,,0,,,
Argentina,1840,,,0,,,
Argentina,1841,,,0,,,
Argentina,1842,,,0,,,
Argentina,1843,,,0,,,
Argentina,1844,,,0,,,
Argentina,1845,,,0,,,
Argentina,1846,,,0,,,
Argentina,1847,,,0,,,
Argentina,1848,,,0,,,
Argentina,1849,,,0,,,
Argentina,1850,,,0,,1100,
Argentina,1851,,,0,,,
Argentina,1852,,,0,,,
Argentina,1853,,,0,,,
Argentina,1854,,,0,,,
Argentina,1855,,,0,,,
Argentina,1856,,,0,,,
Argentina,1857,,,0,,,
Argentina,1858,,,0,,,
Argentina,1859,,,0,,,
Argentina,1860,,,0,,,
Argentina,1861,,,0,,,
Argentina,1862,,,0,,,
Argentina,1863,,,0,,,
Argentina,1864,,,0,,1559,
Argentina,1865,,,0,,1616,
Argentina,1866,,,0,,1675,
Argentina,1867,,,0,,1737,
Argentina,1868,,,0,,1802,
Argentina,1869,,,0,,1859,
Argentina,1870,,,0,,1910,2354
Argentina,1871,,,0,,1963,
Argentina,1872,,,0,,2017,
Argentina,1873,,,0,,2073,
Argentina,1874,,,0,,2132,
Argentina,1875,,,0,,2192,
Argentina,1876,,,0,,2255,
Argentina,1877,,,0,,2320,
Argentina,1878,,,0,,2387,
Argentina,1879,,,0,,2457,
Argentina,1880,,,0,,2529,
Argentina,1881,,,0,,2602,
Argentina,1882,,,0,,2678,
Argentina,1883,,,0,,2757,
Argentina,1884,,,0,,2839,
Argentina,1885,,,0,,2923,
Argentina,1886,,,0,,3011,
Argentina,1887,,,0,,3108,
Argentina,1888,,,0,,3212,
Argentina,1889,,,0,,3323,
Argentina,1890,,,0,,3434,7265
Argentina,1891,,,0,,3548,
Argentina,1892,,,0,,3668,
Argentina,1893,,,0,,3793,
Argentina,1894,,,0,,3906,
Argentina,1895,,,0,,4013,
Argentina,1896,,,0,,4152,
Argentina,1897,,,0,,4296,
Argentina,1898,,,0,,4418,
Argentina,1899,,,0,,4542,
Argentina,1900,,,0,,4693,12932
Argentina,1901,,,0,,4873,14036
Argentina,1902,,,0,,5060,13746
Argentina,1903,,,0,,5254,15722
Argentina,1904,,,0,,5455,17407
Argentina,1905,,,0,,5664,19703
Argentina,1906,,,0,,5881,20691
Argentina,1907,,,0,,6107,21127
Argentina,1908,,,0,,6341,23190
Argentina,1909,,,0,,6584,24353
Argentina,1910,,,0,,6836,26125
Argentina,1911,,,0,,7098,26590
Argentina,1912,,,0,,7370,28770
Argentina,1913,,,0,74000,7653,29060
Argentina,1938,,,1100,407000,13724,55883
Argentina,1939,,,1112,434000,13984,58004
Argentina,1946,,,1200,573000,15654,73029
Argentina,1947,,,1300,651000,15942,81136
Argentina,1948,,,1400,679000,16307,85641
Argentina,1949,,,1500,717000,16737,84478
Argentina,1950,,,2200,798000,17150,85524
Argentina,1951,,,2327,852000,17517,88866
Argentina,1952,,,2454,929000,17877,84333
Argentina,1953,,,2582,1001000,18231,88866
Argentina,1954,,,2710,1080000,18581,92528
Argentina,1955,,,2838,1128000,18928,99125
Argentina,1956,,,2966,1155000,19272,101856
Argentina,1957,,,3094,1181000,19611,107087
Argentina,1958,,,3222,1224000,19947,113655
Argentina,1959,,,3350,1244000,20281,106303
Argentina,1960,,,3500,1296000,20616,114614
Argentina,1961,,,4175,1360000,20951,122809
Argentina,1962,,,4850,1400000,21284,120833
Argentina,1963,,,5525,1425000,21616,117927
Argentina,1964,,,6200,1472000,21949,130074
Argentina,1965,,,6600,1498000,22283,141960
Argentina,1966,,,7000,1527000,22612,142919
Argentina,1967,,,8000,1554000,22934,146755
Argentina,1968,,,9000,1600000,23261,153002
Argentina,1969,,,8500,1668000,23600,166080
Argentina,1970,,,9000,1748000,23962,174972
Argentina,1971,,,9500,1828000,24352,183458
Argentina,1972,,,10000,1952000,24757,189183
Argentina,1973,,,9031,2065000,25174,200720
Argentina,1974,,,8062,2177000,25598,213739
Argentina,1975,0,,7093,1996000,26021,211850
Argentina,1976,0,,6125,2302000,26457,211327
Argentina,1977,0,,6150,2342000,26895,224084
Argentina,1978,0,,6500,2404000,27338,214233
Argentina,1979,0,,8500,2491000,27785,229547
Argentina,1980,0,,9000,2588000,28237,232802
Argentina,1981,0,,9500,2767000,28701,219434
Argentina,1982,0,,10000,3235000,29151,212518
Argentina,1983,0,,10250,3108000,29584,220016
Argentina,1984,0,,10500,2954000,29993,224491
Argentina,1985,0,,14443,3048000,30407,209641
Argentina,1986,0,,19966,3206000,30853,224985
Argentina,1987,0,,20496,3655000,31303,230797
Argentina,1988,0,,21041,3694000,31749,226438
Argentina,1989,2290.679,,21600,,32194,212373
Argentina,1990,11912.53,,21800,,32634,212518
Argentina,1991,25017.22,,22130,,33083,233770
Argentina,1992,46639.47,1001.072,22465,,33531,254575
Argentina,1993,112171.5,10015.35,22805,,33963,269341
Argentina,1994,241707.5,15033.85,23150,,34412,291696
Argentina,1995,341744.6,30088.18,23500,,34877,282653
Argentina,1996,569850.4,50162.89,23850,,35335,295090
Argentina,1997,1593074,100320.9,24300,,35798,318698
Argentina,1998,2536341,300751.3,24758,,36265,334314
Argentina,1999,4440374,1201722,25226,,36587.8,321175
Armenia,1991,0,,810,557707.81,3612,18077
Armenia,1992,0,,815,549502.81,3686,10534
Armenia,1993,0,,820,537796.56,3732,9602
Armenia,1994,0,268.7516,825,525958.63,3748,10122
Armenia,1995,0,1498.488,830,513717.09,3760,10816
Armenia,1996,259.7138,2597.138,840,501680.5,3774,11444
Armenia,1997,4253.271,2977.29,850,483001.44,3786,11835
Armenia,1998,6558.823,3350.185,860,466178.16,3795,12679
Armenia,1999,6746.827,24801.47,870,449896.22,3750.6,13278.7
Australia,1901,,,0,25000,3795,15605
Australia,1902,,,0,27000,3850,15765
Australia,1903,,,0,30000,3896,17012
Australia,1904,,,0,33000,3946,18153
Australia,1905,,,0,38000,4004,18365
Australia,1906,,,0,52000,4062,19613
Australia,1907,,,0,62000,4127,20409
Australia,1908,,,0,71000,4197,21099
Australia,1909,,,0,81000,4278,22824
Australia,1910,,,0,91000,4375,24416
Australia,1911,,,0,107000,4500,24602
Australia,1912,,,0,117000,4661,25186
Australia,1913,,,0,133000,4821,26540
Australia,1938,,,1041,630000,6904,39146
Australia,1939,,,1130,662000,6971,39252
Australia,1946,,,1752,855000,7474,47479
Australia,1947,,,1830,905000,7578,48647
Australia,1948,,,1908,963000,7715,51779
Australia,1949,,,1986,1028000,7919,55202
Australia,1950,,,2064,1110000,8177,61274
Australia,1951,,,2032,1209000,8418,63892
Australia,1952,,,2000,1301000,8634,64470
Australia,1953,,,1968,1384000,8821,66481
Australia,1954,,,2044,1476000,8996,70614
Australia,1955,,,2066,1587000,9201,74471
Australia,1956,,,2089,1704000,9421,77034
Australia,1957,,,2141,1814000,9640,78577
Australia,1958,,,2194,1937000,9842,82351
Australia,1959,,,2247,2056000,10056,87421
Australia,1960,,,2981,2164000,10275,91085
Australia,1961,,,3716,2266000,10508,91713
Australia,1962,,,4450,2382000,10700,97444
Australia,1963,,,5185,2553000,10907,103413
Australia,1964,,,5919,2670000,11122,110488
Australia,1965,,,6654,2811000,11341,116131
Australia,1966,,,7388,2978000,11599,119363
Australia,1967,,,8123,3178000,11799,127422
Australia,1968,,,8858,3392000,12009,134913
Australia,1969,,,9592,3599000,12263,143118
Australia,1970,,,10372,3913000,12507,152220
Australia,1971,,,11061,4157000,13067,158992
Australia,1972,,,11796,4400000,13304,163453
Australia,1973,,,12530,4659000,13505,172314
Australia,1974,,,13265,5000000,13723,176586
Australia,1975,0,,14000,5267000,13893,181367
Australia,1976,0,,13400,5502000,14033,188678
Australia,1977,0,,15000,5835000,14192,190653
Australia,1978,0,,14500,6266000,14359,196184
Australia,1979,0,,14000,6677000,14516,206515
Australia,1980,0,,15000,7153000,14695,210642
Australia,1981,0,,16300,,14923,218780
Australia,1982,0,,17600,8241000,15184,218512
Australia,1983,0,,18090,8298000,15393,218539
Australia,1984,0,,18593,8329000,15579,233618
Australia,1985,0,,19111,8727000,15788,245444
Austria,1815,,,0,,,
Austria,1816,,,0,,,
Austria,1817,,,0,,,
Austria,1818,,,0,,,
Austria,1819,,,0,,,
Austria,1820,,,0,,3189,4131
Austria,1821,,,0,,,
Austria,1822,,,0,,,
Austria,1823,,,0,,,
Austria,1824,,,0,,,
Austria,1825,,,0,,,
Austria,1826,,,0,,,
Austria,1827,,,0,,,
Austria,1828,,,0,,,
Austria,1829,,,0,,,
Austria,1830,,,0,,,
Austria,1831,,,0,,,
Austria,1832,,,0,,,
Austria,1833,,,0,,,
Austria,1834,,,0,,,
Austria,1835,,,0,,,
Austria,1836,,,0,,,
Austria,1837,,,0,,,
Austria,1838,,,0,,,
Austria,1839,,,0,,,
Austria,1840,,,0,,,
Austria,1841,,,0,,,
Austria,1842,,,0,,,
Austria,1843,,,0,,,
Austria,1844,,,0,,,
Austria,1845,,,0,,,
Austria,1846,,,0,,,
Austria,1847,,,0,,,
Austria,1848,,,0,,,
Austria,1849,,,0,,,
Austria,1850,,,0,,3950,6563
Austria,1851,,,0,,,
Austria,1852,,,0,,,
Austria,1853,,,0,,,
Austria,1854,,,0,,,
Austria,1855,,,0,,,
Austria,1856,,,0,,,
Austria,1857,,,0,,,
Austria,1858,,,0,,,
Austria,1859,,,0,,,
Austria,1860,,,0,,,
Austria,1861,,,0,,,
Austria,1862,,,0,,,
Austria,1863,,,0,,,
Austria,1864,,,0,,,
Austria,1865,,,0,,,
Austria,1866,,,0,,,
Austria,1867,,,0,,,
Austria,1868,,,0,,,
Austria,1869,,,0,,,
Austria,1870,,,0,,4520,8475
Austria,1871,,,0,,4562,9089
Austria,1872,,,0,,4604,9159
Austria,1873,,,0,,4646,8947
Austria,1874,,,0,,4688,9348
Austria,1875,,,0,,4730,9395
Austria,1876,,,0,,4772,9608
Austria,1877,,,0,,4815,9939
Austria,1878,,,0,,4857,10269
Austria,1879,,,0,,4899,10198
Austria,1880,,,0,,4941,10340
Austria,1881,,,0,,4985,10765
Austria,1882,,,0,,5030,10835
Austria,1883,,,0,,5075,11284
Austria,1884,,,0,1200,5121,11591
Austria,1885,,,0,2500,5166,11520
Austria,1886,,,0,3400,5212,11898
Austria,1887,,,0,4000,5257,12724
Austria,1888,,,0,5000,5303,12700
Austria,1889,,,0,6600,5348,12582
Austria,1890,,,0,9200,5394,13267
Austria,1891,,,0,12000,5446,13739
Austria,1892,,,0,13000,5504,14046
Austria,1893,,,0,15000,5563,14140
Austria,1894,,,0,17000,5622,14967
Austria,1895,,,0,19000,5680,15368
Austria,1896,,,0,22000,5739,15604
Austria,1897,,,0,25000,5798,15934
Austria,1898,,,0,27000,5856,16831
Austria,1899,,,0,29000,5915,17186
Austria,1900,,,0,33000,5973,17327
Austria,1901,,,0,35000,6035,17398
Austria,1902,,,0,38000,6099,18083
Austria,1903,,,0,44000,6164,18248
Austria,1904,,,0,49000,6228,19531
Austria,1905,,,0,54000,6292,19570
Austria,1906,,,0,60000,6357,20325
Austria,1907,,,0,70000,6421,21576
Austria,1908,,,0,82000,6485,21671
Austria,1909,,,0,97000,6550,21600
Austria,1910,,,0,112000,6614,21907
Austria,1911,,,0,127000,6669,22591
Austria,1912,,,0,145000,6724,23725
Austria,1913,,,0,162000,6767,23607
Austria,1960,,,2985,701000,7048,45939
Austria,1961,,,3006,750000,7087,48378
Austria,1962,,,3027,805000,7130,49550
Austria,1963,,,3048,866000,7175,51567
Austria,1964,,,3069,936000,7224,54662
Austria,1965,,,3090,1009000,7271,56234
Austria,1966,,,3112,1087000,7322,59399
Austria,1967,,,3134,1163000,7377,61205
Austria,1968,,,3156,1243000,7415,63925
Austria,1969,,,3178,1334000,7441,67945
Austria,1970,,,3200,1427000,7467,72785
Austria,1971,,,3276,1547000,7501,76506
Austria,1972,,,3354,1694000,7544,81256
Austria,1973,,,3434,1841000,7586,85227
Austria,1974,,,3516,1987000,7599,88588
Austria,1975,0,,3600,2133000,7579,88267
Austria,1976,0,,3645,2281000,7566,92307
Austria,1977,0,,3690,2443000,7568,96624
Austria,1978,0,,3736,2618000,7562,96273
Austria,1979,0,,3783,2813000,7549,101525
Austria,1980,0,,3830,3010000,7549,103874
Austria,1981,0,,3902,3178000,7569,103771
Austria,1982,0,,3975,3330000,7576,105750
Austria,1983,0,,4050,3469000,7567,108716
Austria,1984,0,,4126,3594000,7571,109077
Austria,1985,9758.125,,4203,3720000,7578,111525
Austria,1986,19101.47,,4303,3834000,7588,114135
Austria,1987,26216.08,,4406,3979000,7598,116053
Austria,1988,36904,,4572,4128000,7615,119730
Austria,1989,50767.57,,4620,4310000,7659,124791
Austria,1990,73774.39,10009.98,4730,4541000,7729,130476
Austria,1991,114798.2,19895.36,4781,4732000,7813,134944
Austria,1992,171308.3,49668.12,4832,4957000,7914,136754
Austria,1994,274942.4,108712.3,4937,5371000,8030,140949
Austria,1995,378816.5,148154.6,4990,5568000,8047,143849
Azerbaijan,1993,0,,147,630912.19,7399,19736
Azerbaijan,1994,507.3528,111.6176,149,644578.63,7459,15842
Azerbaijan,1995,6119.199,163.1786,160,652237.25,7511,13989
Azerbaijan,1996,17423.06,512.4431,170,661121.25,7555,14141
Azerbaijan,1997,41081.82,2054.091,175,676099.94,7603,14979
Azerbaijan,1998,67068.06,3095.449,180,701841.5,7666,16365
Azerbaijan,1999,383734.9,8296.973,185,757098.69,7733.52,17340.4
Bangladesh,1971,,,535,,69227,40552
Bangladesh,1972,,,572,,70759,35732
Bangladesh,1973,,,612,,72471,35997
Bangladesh,1974,,,654,,74679,40817
Bangladesh,1975,0,,700,56666.293,76253,40308
Bangladesh,1976,0,,815,64316.16,77928,42098
Bangladesh,1977,0,,950,71958.398,80428,42525
Bangladesh,1978,0,,1106,81498.734,82936,45657
Bangladesh,1979,0,,1288,84438.703,85492,47846
Bangladesh,1980,0,,1500,90272.82,88077,48239
Bangladesh,1981,0,,1825,96330.633,90666,49877
Bangladesh,1982,0,,2221,103415.77,93074,50487
Bangladesh,1983,0,,2702,110173.49,95384,52961
Bangladesh,1984,0,,3288,116942.16,97612,55833
Bangladesh,1985,0,,4000,146834.08,99753,57519
Bangladesh,1986,0,,4158,159632.59,101769,60011
Bangladesh,1987,0,,4322,170543.17,103764,62521
Bangladesh,1988,0,,4493,183637.3,105771,64329
Bangladesh,1989,0,,4671,189051.89,107807,65948
Bangladesh,1990,0,,4855,215202.66,109897,70320
Bangladesh,1991,0,,4996,219309.97,111936,72629
Bangladesh,1992,248.2057,,5140,231029.84,113711,76245
Bangladesh,1993,497.7686,,5289,244849.39,115453,79722
Bangladesh,1994,1102.03,,5442,261806.05,117283,82774
Bangladesh,1995,2502.25,,5600,286862.91,119188,87355
Bangladesh,1996,4014.219,,6000,317204.56,121140,91705
Bangladesh,1997,26160.88,1006.187,6150,370294.22,123112,96616
Bangladesh,1998,75659.29,5043.97,6304,416375.25,125105,101666
Bangladesh,1999,150695.4,50569.04,6461,437894.44,127118,106139
Belarus,1991,0,,2262,1672803.6,10271,72491
Belarus,1992,0,,2732,1741257.5,10313,65534
Belarus,1993,323.8419,,2803,1813473.4,10357,60596
Belarus,1994,1726.87,50.08326,2875,1893146.9,10356,52966
Belarus,1995,5906.851,300.5011,2950,1971723.1,10329,47430
Belarus,1996,6559.622,3005.324,3000,2131748.8,10298,48776
Belarus,1997,8186.42,5011.89,3020,2318098,10268,54315
Belarus,1998,12184.04,7517.919,3040,2495799.8,10239,58799
Belarus,1999,23494.46,50079.85,3060,2642681.5,10204.4,63426.5
Belgium,1830,,,0,,,
Belgium,1831,,,0,,,
Belgium,1832,,,0,,,
Belgium,1833,,,0,,,
Belgium,1834,,,0,,,
Belgium,1835,,,0,,4190,
Belgium,1836,,,0,,4230,
Belgium,1837,,,0,,4260,
Belgium,1838,,,0,,4303,
Belgium,1839,,,0,,,
Belgium,1840,,,0,,4050,
Belgium,1841,,,0,,4110,
Belgium,1842,,,0,,4160,
Belgium,1843,,,0,,4190,
Belgium,1844,,,0,,4240,
Belgium,1845,,,0,,4280,
Belgium,1846,,,0,,4320,
Belgium,1847,,,0,,4340,
Belgium,1848,,,0,,4350,
Belgium,1849,,,0,,4370,
Belgium,1850,,,0,,4400,8042
Belgium,1851,,,0,,4450,
Belgium,1852,,,0,,4410,
Belgium,1853,,,0,,4530,
Belgium,1854,,,0,,4570,
Belgium,1855,,,0,,4600,
Belgium,1856,,,0,,4570,
Belgium,1857,,,0,,4550,
Belgium,1858,,,0,,4600,
Belgium,1859,,,0,,4650,
Belgium,1860,,,0,,4700,
Belgium,1861,,,0,,4760,
Belgium,1862,,,0,,4810,
Belgium,1863,,,0,,4860,
Belgium,1864,,,0,,4920,
Belgium,1865,,,0,,4960,
Belgium,1866,,,0,,4910,
Belgium,1867,,,0,,4860,
Belgium,1868,,,0,,4930,
Belgium,1869,,,0,,4990,
Belgium,1870,,,0,,5096,13456
Belgium,1871,,,0,,5137,13488
Belgium,1872,,,0,,5178,14311
Belgium,1873,,,0,,5219,14406
Belgium,1874,,,0,,5261,14881
Belgium,1875,,,0,,5303,14949
Belgium,1876,,,0,,5345,15039
Belgium,1877,,,0,,5394,15229
Belgium,1878,,,0,,5442,15672
Belgium,1879,,,0,,5492,15831
Belgium,1880,,,0,,5541,16622
Belgium,1881,,,0,,5606,16844
Belgium,1882,,,0,,5673,17414
Belgium,1883,,,0,,5740,17667
Belgium,1884,,,0,,5807,17825
Belgium,1885,,,0,,5876,18047
Belgium,1886,,,0,,5919,18269
Belgium,1887,,,0,,5962,18965
Belgium,1888,,,0,,6007,19092
Belgium,1889,,,0,,6051,20010
Belgium,1890,,,0,,6096,20453
Belgium,1891,,,0,,6164,20485
Belgium,1892,,,0,,6231,20991
Belgium,1893,,,0,,6300,21308
Belgium,1894,,,0,,6370,21625
Belgium,1895,,,0,,6439,22131
Belgium,1896,,,0,11000,6494,22574
Belgium,1897,,,0,12000,6548,22986
Belgium,1898,,,0,13000,6604,23366
Belgium,1899,,,0,15000,6662,23941
Belgium,1900,,,0,17000,6719,24537
Belgium,1901,,,0,19000,6801,24759
Belgium,1902,,,0,20000,6903,25266
Belgium,1903,,,0,22000,6997,25835
Belgium,1904,,,0,24000,7086,26500
Belgium,1905,,,0,27000,7175,27260
Belgium,1906,,,0,31000,7258,27830
Belgium,1907,,,0,34000,7338,28242
